comment	rate
And, Yes, He Is Cancelled.	1.0 out of 5 stars
Absolutely death-defying....	5.0 out of 5 stars
Thanks	5.0 out of 5 stars
good work	5.0 out of 5 stars
I don’t read a lot of memoirs, but I like McConaughey’s work, so I decided to give this one a go. It’s a unique sort of memoir in the sense that it’s a little bit of an autobiography and a little bit of a spiritual or self-help read; McConaughey peppers wisdom in alongside his life's adventures.	4.0 out of 5 stars
Sometimes I honestly find memoirs and biographies a bit self indulgent and “eye rolly” because, well, they can be!  However, in this case, I was pleasantly surprised. A memoir with a message, Greenlights encapsulated this actor’s life experiences thru a pragmatic journal-like style, and felt down-to-earth and not pretentious. I liked the spiritual aspect being a Christian myself, but felt compelled also by his humanity and connections to the world around him. His childhood stories are hilarious and immediately made me want to buy for my dad (he is one of three boys and has a tough old bird as a mom) so figured he’d definitely get a kick out of the story. Enjoyed this book a lot.	4.0 out of 5 stars
I bought this as an audiobook.  I listen to it in the car and occasionally, in my favorite chair.  I truly enjoy listening to him reading his own book.  His joy, sadness, humor and so many emotions show through and make the book much more enjoyable.  I loved his honesty and thoughts on what he discovered about himself and just living.	5.0 out of 5 stars
Ok book and it was just one thing to say about this game and I think that the most important part was the best	4.0 out of 5 stars
About what I expected. It was kind of boring.	3.0 out of 5 stars
Beautifully written and narrated by Matthew McConaughey, I have both the audiobook and the hardback on release date so listening to the voice I was able to look at the images, scans, photos and handwritten notes contained in the book as well.	5.0 out of 5 stars
Could not put it down-always a sure sign of a good read. But it is so much more. McConaughey's reflections on life, of himself, of the world he lives in speak to the heart, make you take pause and do a little internal reflection for yourself.	5.0 out of 5 stars
I’ve been a fan of Matthew McConaughey for a few years now - even though I still struggle to say his name correctly.	5.0 out of 5 stars
It would've been good to actually be able to read it properly, the words are so small on kindle edition and you can't change it. Matthew sounds like a great guy but book just didnt do it for me!	2.0 out of 5 stars
The writing is terrible- like it was done by a young child.	1.0 out of 5 stars
An excellent read from beginning to end, so interesting to get a glimpse into Matthews extraordinary life and to learn from his experiences. 50 years worth of trials, tribulations and lessons from a man who has attained the perceived unattainable. Why wouldn’t you want to discover them greenlights? Cheers Matthew.	5.0 out of 5 stars
I'm not sure what I was expecting from a book written Matthew McConnaughy.  The analogy of 'Know Your Style' was good.  However,  I suspect this was written by somebody else.  The scrawled poems (which, lets be honest, are not going to ignite much intelligence) do not align with the text.  It's as if someone has reviewed his notes, listened to his lilting accent, and manufactured a book.  The merchandise that is now being promoted on social media compounds my suspicion that this is certainly not a genuine memoir.	1.0 out of 5 stars
What a great guy, definitely not your average Hollywood actor. Very insightful and full of heart. Also, a fun read. And now  to buy the audible.	5.0 out of 5 stars
Good book, more guide than biography but one that makes you think and perhaps do a little reassessing. Would recommend	5.0 out of 5 stars
I've really loved reading this book. It usually takes me quite a long time to read books, yet I read almost half of this in one night as I just couldn't put it down! Really nice to read about his life and makes you put things in to perspective on things that have happened in our own lives... "green lights" everywhere when we see things with opportunity and put ourselves out there like he did on numerous occasions. Easy read and really enjoyed it.	5.0 out of 5 stars
Greenlights great Title.  We all have them + the red n Amber lights too.  Love reading when someone follows their dreams and they come true.  Could be any one of us but unfortunately lots of us get stuck at Amber.  Loved this thought provoking inspiring spiritual  family and Geography  lessons too all rolled into one. Lots of funny moments too.  Glad I read it. Now working towards my own  Greenlights.	5.0 out of 5 stars
After eagerly awaiting this book, I was, totally, and utterly disappointed.  It is rubbish.	1.0 out of 5 stars
Home spun BS and middle class pretentious mixed with a few good stories.  Strictly for MM fans or anyone who loves self-help books.  Shame, if the missus had written this review it would have been 5 stars, I bought it for her birthday, but sadly when she has been working night shifts the last 6 weeks, I have been dipping in and out of this.  I should have done a crossword or two instead.  The best way I can describe this would be Forrest Gump, with a college degree.	3.0 out of 5 stars
A very overhyped book. Wasn't a terrible read but only half the book was actually writing (so about 120 pages). The rest was a series of drawings of notes that at first glance could be thought of as insightful quotes but are actually embarrassingly trite. Might be good as a holiday book if you want something extremely lightweight to read quickly that doesn't actually say anything of great interest.	2.0 out of 5 stars
I am currently reading this book, I thought I’d been conned at first as it does not open and start like a conventional read, although it did eventually get to a traditional read, it’s been really entertaining, completely eye opening and enjoyable to read. I am a great fan and admirer of Matthew McConaughey so loving his mad cap family stories and philosophies. I would recommend	5.0 out of 5 stars
Inspiring and honest. One of those books that will stick with you for life. Matthew is a brilliant story teller with some really great messages throughout.	5.0 out of 5 stars
I am not one for biographies and motivational books usually but am in a middle of a personal journey and the blurb looked good. Within a few minutes of starting the book I was hooked and found the subject matter and message so compelling that I finished the book quickly. Lessons learnt, values and the message can be applied to any life situation regardless of what your requirements are. The style is relaxed and easy to read, and the selection of stories fabulous. Have recommended to several friends who have started to read this and have very similar opinions on it.	5.0 out of 5 stars
An amazing journey with Matthew McConaughey which had me captured from the first page to the last page.  I love the honesty and no frills look at the journey Matthew took. No sugar coating just the real and raw facts encountered from naked drum playing or Mrs Hud. Thank you for sharing your lessons learnt.	5.0 out of 5 stars
Good book	5.0 out of 5 stars
Unputdownable!	5.0 out of 5 stars
Good back stories on how he got there. Book formating is better suited for hard cover not e-book, but still enjoyed it plenty.	4.0 out of 5 stars
The way this is written it is like a pdf and you cannot increase font on Kindle - impossible to read	1.0 out of 5 stars
Well worth a read. Very interesting man, really enjoyable read and easy going.  Catch some Green Lights...now to watch some of his movies	4.0 out of 5 stars
Easy reading, enjoyed the fact it was real with feeling and with real life situations, made me laugh, contemplate, keep on livin’	5.0 out of 5 stars
Very good book, very good price, good quality, would recommend thank you:)	5.0 out of 5 stars
Very interesting book and look into this actors life.	5.0 out of 5 stars
Bought as Xmas pres so can't say how gripping it is	5.0 out of 5 stars
Bought for my wife so no idea if it's good or not.	5.0 out of 5 stars
I really enjoyed this book..what more can I say..	5.0 out of 5 stars
Brought for husband- he is enjoying the book	4.0 out of 5 stars
Amusing and interesting	5.0 out of 5 stars
Fabulous book	5.0 out of 5 stars
Great read.	5.0 out of 5 stars
Honest and funny. A glimpse into the man that is more than the one role most know him for, actor.	5.0 out of 5 stars
Thank you Matthew McConaughey. You've given me a chance to chance some of my red-lights into green ones. So thank you.	5.0 out of 5 stars
Great read! Insightful and thought provoking with some great laughs throughout	5.0 out of 5 stars
I listened to the Audiobook first which he narrates, and then bought the book because I loved it so much! It's honest, bit crazy, raw and viseral - best book I have read in a very long time	5.0 out of 5 stars
Bought as a gift , he will be well pleased .	5.0 out of 5 stars
Lovely book for Christmas!	5.0 out of 5 stars
A great read. Makes you want to go on an adventure.	5.0 out of 5 stars
Well packed, & good value - xmas prezzy	4.0 out of 5 stars
Recieved without slip cover! Very disappointed as the whole point is to see Matthew McConaugheys photo on the front. This was for a gift. What happened Amazon?	1.0 out of 5 stars
Inspiring book of a man with his own principles, his own way. A man you is loyal to himself and his believes. True man.	5.0 out of 5 stars
It is hard to fine an inspirational book that can change your life. This is one of those. Matthew is so deep in his feelings and they seem to be very genuine. A life changer for sure. I would recommend this book for anyone looking for positive inspiration. 5 Stars	5.0 out of 5 stars
McConaghey narrates the book highly recommended.	5.0 out of 5 stars
Loved the book! Refreshing outlook on life. Only issue I had is on some pages the print was very faded (pictures for comparison)	4.0 out of 5 stars
Entertaining , light hearted and at the same time incredibly powerful. A great read couldn't put it down.	5.0 out of 5 stars
Hey he spelled "Still" as "Sill" everyone	3.0 out of 5 stars
A fantastic read, a very different type of autobiography which is what makes it a book you don’t want to put down.	5.0 out of 5 stars
Good efficient service as always from the great Amazon	5.0 out of 5 stars
One of the most enjoyable, thought provoking and funny books I have read in a long time	5.0 out of 5 stars
Highly recommended! A light read with insightful conclusions.	5.0 out of 5 stars
Just as I finished the book in a very disappointingly quick read, I thought I had finally reached the meat of the book, the real story or chapters, only to find......., it had ended!  Took about an hour to read?  I can't believe I paid nearly $16AU for that!  I was really looking forward to a good read of a good Memoir.  Seems to me, to be something just to generate income in his life.  It was SO hard to read on Kindle.  Painful to read on Kindle, painfully short, painful waste of money.  I warned my sister in time before she shelled out precious bucks for this book.  I'm sorry to be leaving such a negative review, when I was so looking forward to reading this much publicized book by an Actor I enjoy.	1.0 out of 5 stars
It's 2am, I am half way through the book and I am loving it.	5.0 out of 5 stars
Clean new and sexy	5.0 out of 5 stars
Stone cold nutter : readable useable but mental !	5.0 out of 5 stars
Great book and great price	5.0 out of 5 stars
Damaged	1.0 out of 5 stars
Brilliant, read it in 2 days	5.0 out of 5 stars
Need I say more?  This is a insightful book that gives background on his upbringing and how he made his own opportunities.  He set personal boundaries and did not waiver.  I purchased the hard copy and I have the audiobook as well.  Cause well Matthew ......	5.0 out of 5 stars
Very impressed with Matthew McC.  He is a real thinker!	5.0 out of 5 stars
Great book with so much to take out of it. Amazon please do something about the Kindle Edition, the words are way too small and can not be enlarged? Otherwise, this would get a 5 star.	4.0 out of 5 stars
Haven’t felt this sad to finish a book in a while. Although it takes a while to read, it - for me - shifted how I not only approach everyday life but go about contemplating my future heavily. It’s great fun and you can’t help but try to read it in Matthew’s voice every now and then. Give it a try.	5.0 out of 5 stars
This is a phenomenal book. McConaughey's way of writing allows you to step into his shoes. It's going to be hard for you to put the book down. It is an unconventional memoir, the book has an atypical structure (index, vignettes and others), it also contains excerpts from the author's journal he's written over the years which I think contributes to the "realness" of this book. I was a bit skeptical at first, but I was (gladly) proven wrong. Grab a copy, you won't regret it. McConaughey is a talented storyteller. Well done!	5.0 out of 5 stars
What a piercing insight into a human who will always be a work in progress. Deliberately. I am 72, but I will wait for the next instalment. In the meantime I will pick up the positivity and try to rebrand myself.	5.0 out of 5 stars
Awesome book, however it showed up with a mangled slip cover.	5.0 out of 5 stars
What a true writer and poet, man of many talents.  He has always been my favorite actor and I love the authenticity of himself in this book, the way he was raised, how he looks at life and how we all should recognize red, yellow or green lights in the different phases of our lives.  Positive enthusiasm and a zest for life in general, it's a book to read during these times of living in a pandemic.  It will put a smile on your face and truly make you reflect on your own life and how we view and live it.  Will probably re-read over and over, it was that good.  Well Done Mr. Mcconaughey!! All right, all right and ALL RIGHT!!!	5.0 out of 5 stars
I can appreciate a different approach to a traditional book layout but if it comes with the cost of readability/ legibility of the content it’s not my cup of tea. I sadly returned the book after not even having finished a single page. A bummer I was quite excited about the release.	1.0 out of 5 stars
Unique, laugh-out-loud funny and inspiring. This book not only entertains with cool stories told in Matthews lyrical way, but reminds us to honestly examine ourselves and our lives as we go and course correct where necessary. A thoroughly enjoyable memoir.	5.0 out of 5 stars
I loved the book. It has lots of depth shows how views the world and remembers where he is from.	5.0 out of 5 stars
Absolutely loved every page. Love my hard copy however audio version? Your not getting the full experience until you’ve done both. What a feel good book!	5.0 out of 5 stars
This was truly enjoyable. Never really knew much about Matthew before the book and now I want to know more.  A lot of inspiration to take away from his life lessons.	5.0 out of 5 stars
A truly intelligent,  arty and humorous  Bio, well worth reading.	5.0 out of 5 stars
Matthew McConaughey's extraordinary life is larger than any character he's ever played. His  boldness and willingness to take risks has taken him places outside the realm of the everyday. Thankfully McConaughey is as self aware as he is a soulful, cosmic wanderer,  distilling truths that will resonate and inspire us mere mortals. He's also a hell of a storyteller, but when the grist is this juicy, it's perhaps not that hard. A mythmaker by trade, McConaughey spits truths for a livin.	5.0 out of 5 stars
The kindle edition is bad, waited so long for this and amazon just messed it up.	1.0 out of 5 stars
After reading the reviews I was looking forward to a book with intelligence and insight, but the writing and the lack of depth were disappointing.	1.0 out of 5 stars
I've always had a soft spot for Matthew.  Fantastic and expressive, this book only has one drawback:	5.0 out of 5 stars
Thank you for the authentic declaration of your life story, told with honesty, love and humility. A refreshing perspective on  life lessons learned through action and taking the risk needed to grow.	5.0 out of 5 stars
I thought it was defective, .........strange as it may seem they shorted the sleeve to the actual book very weird.  Delivery was quick.	4.0 out of 5 stars
Came fast and in perfect condition and the books itself doesn’t disappoint... it’s even better than I had imagined	5.0 out of 5 stars
Struggled with this book quite a lot, he comes across kind of pretentious and uses a lot of words to say not very much. Some interesting/well told stories in there but I would say about 70% of the book is filler. If you're a big fan of him you might like it but otherwise, not one I would recommend!	2.0 out of 5 stars
Am i doing something wrong? I can't amplify the font size, neither highlight sentences. it's kinda uncomfortable, if you have sight issues do not order the kindle edition. that's the only reason i gave 3 stars, really. Other than that, the book is pretty good so far. (5/5)	3.0 out of 5 stars
Escape 2020.. Its been a interesting year for everyone to say the least. Old mate we'll make you realise that things will change very soon..	5.0 out of 5 stars
The genuineness of the story told by Matthew McConaughey is quite impressive!	5.0 out of 5 stars
I expected a way more inspiring book. It's basically his Bio. Seems things have been  always pretty smooth for him, really nothing inspiring about this book and his story.	2.0 out of 5 stars
Love reading journeys of the soul. Well done and go well. Recommend zen and the art of motorcycle maintenance. ( Pirsig ).	4.0 out of 5 stars
Quick easy read a page turner. Loved it	5.0 out of 5 stars
Je n'ai pu lire que 10% de ce livre car ça commence par une description de violences conjugales ainsi que violences sur les enfants (ses frères). Je m'attendais à quelque chose de bien plus agréable à lire, pas de la violence gratuite. On a l'impression qu'il se sert de son livre pour faire sa thérapie, mais ça ne m'intéresse pas de lire ça.	1.0 out of 5 stars
Cover page is ripped.	1.0 out of 5 stars
Thanks for sharing, Matthew - hoping many youngsters read your book. A fabulous read.	5.0 out of 5 stars
Books are knowledge	4.0 out of 5 stars
Amazing book by an amazing person!	5.0 out of 5 stars
Man this book is so easy to read. Keeps the reader engaged, makes them laugh, and reflect at the same time.	5.0 out of 5 stars
Showed up on time and in perfect condition! Husband loves the book!	5.0 out of 5 stars
Good book, I love it. I	5.0 out of 5 stars
Excellent storyteller, wonderful insight into his life from childhood to right now.	5.0 out of 5 stars
Glue all over the cover	2.0 out of 5 stars
One word - perspective :heart_suit_selector::heart_suit_selector: I’d urge everyone to read it, at least once. Worth the hype. Till the very last word.	5.0 out of 5 stars
Disappointing. Just a brag-fest illustrated with trite entries from his diaries.	2.0 out of 5 stars
Well written.  Shows someone who deals with life in a positive way	4.0 out of 5 stars
Arrived with marks on the cover. Was expecting a book in perfect condition.	1.0 out of 5 stars
We received our book today and it was damaged. We would like a discount or refund please.	1.0 out of 5 stars
i love this book	5.0 out of 5 stars
Un de mes livres préféré. Juste sublime.	5.0 out of 5 stars
This is a wonderful book.	5.0 out of 5 stars
